45903:18580,17,302,654,76,616,58,8,866,84
45909:17,302,654,58,616,224,650,76,70,32
45910:17,302,654,76,616,58,8,866,84,29
45936:9354,10503,81,675,1555,224,1609,81699,10039,1730
45989:64805,17,302,654,76,616,58,8,866,84
45998:17,302,654,76,616,58,8,866,84,29
46008:12968,2260,2856,7940,11577,5486,16360,46572,31356,24065
46039:17,302,654,76,616,58,8,866,84,29
46050:17,302,654,76,616,58,8,866,84,29
46072:302,654,84,58,616,8,1102,354,29,76
46562:17,302,654,76,616,58,8,866,84,29
46570:17,302,654,76,616,58,8,866,84,29
46650:17,302,654,76,616,58,8,866,84,29
46702:16945,3372,50302,963,11910,59048,7105,3737,4953,123292
46718:17,302,654,76,616,58,8,866,84,29
46735:22075,8069,9786,83394,9581,17,302,654,76,616
46767:17,302,654,76,616,58,8,866,84,29
46820:48993,38058,5685,79821,10637,27717,44428,71065,81416,23778
46831:17,302,654,76,616,58,8,866,84,29
46837:17,302,654,76,616,58,8,866,84,29
46872:12651,86855,6406,5166,64360,95874,44564,98910,59150,82967
46895:17,302,654,76,616,58,8,866,84,29
46960:226,1970,866,103414,482,361,254,40,17,302
46975:17,302,654,76,616,58,8,866,84,29
46983:17,76,2139,564,1099,500,873,70,1410,698
46988:17,302,654,76,616,58,8,866,84,29
47011:7409,167,63648,121134,18285,7029,14614,79464,47712,44627
47024:71737,17,302,654,76,616,58,8,866,84
47122:81,17,780,302,654,8,84,70,616,138
48722:17,76,616,302,654,736,58,8,542,518
50184:17,302,226,654,616,138,76,84,58,650
50671:17,302,654,138,6,616,301,58,29,61
50692:76078,52179,43863,20191,82342,109684,69926,110494,122035,48466
50695:17,302,654,76,616,58,8,866,84,29
50696:17,302,654,76,616,58,8,866,84,29
50702:302,654,84,58,616,8,29,1102,354,76
55455:17,302,654,76,616,58,8,866,84,29
55640:50296,65160,16914,5575,10772,13229,568,3707,1102,75171
55670:17,76,616,302,654,736,58,8,542,518
18:32205,47812,32,54038,43893,26299,63512,534,17,85561
36:17,654,84,616,8,58,518,70,2162,29
43:17,302,76,654,226,616,84,58,8,542
44:302,616,84,76,8,542,861,518,15,564
115:58,8,518,29,354,15,138,289,861,301
142:58,8,84,29,32,61,301,1102,861,6
250:302,616,654,58,8,518,84,542,564,29
272:654,1102,58,29,616,8,354,518,650,76
290:17,302,654,138,226,76,616,84,354,58
291:17,84,518,302,616,654,1102,58,101,650
294:17,302,8,29,76,1102,15,542,354,564
376:302,17,58,616,29,84,650,542,6,8
402:302,654,8,84,542,518,15,861,564,1102
450:302,654,15,84,76,29,1102,138,363,354
682:1528,7711,76,2318,9783,9531,14754,6755,2275,18240
773:17,302,654,616,650,8,58,101,76,84
774:17,302,8,650,518,564,76,84,61,1196
803:17,1119,84,302,6450,654,70,354,736,245
813:17,616,302,654,518,542,84,61,650,564
818:984,5480,463,1326,8860,76,2318,1528,2103,9874
823:17,245,8,302,616,1382,94,518,1744,15
833:302,58,8,84,564,76,861,508,1196,6
900:17,398,2447,302,24211,654,8209,4126,5598,4719
911:302,654,84,58,616,76,29,8,354,650
925:17,302,654,616,58,84,564,8,76,29
926:302,58,84,8,354,542,76,518,650,1102
949:17,302,654,76,616,58,8,866,84,29
964:2403,17,3207,970,947,654,353,518,94,65
981:1002,17,4513,245,710,1744,508,1410,8,15
982:17,2162,875,84,302,1119,654,70,354,245
984:17,654,616,58,84,8,29,650,76,542
992:17,508,245,76,226,8,616,70,564,302
998:17,616,302,654,84,58,76,564,650,542
1027:168,1400,661,1326,801,9874,8733,2103,10267,7838
1028:17,302,616,58,518,29,354,650,542,76
1045:17,58,8,542,84,518,650,76,564,61
1082:84,650,1102,518,101,542,138,301,866,6
1121:17,654,1578,61,99297,1372,205,2548,20884,273
1125:302,654,616,58,84,542,76,564,1102,61
1163:17,302,654,76,616,58,8,866,84,29
1166:17,518,616,8,15,61,32,654,542,131
1192:17,302,58,616,8,29,542,518,650,1102
1269:4755,3107,1352,2880,6434,5624,189,1712,7831,8848
1288:1017,67016,398,692,138,94291,8213,34083,109663,35152
1295:616,518,76,542,101,15,301,736,6,861
1409:616,8,354,138,101,564,70,542,6,15
1427:17,8,84,29,518,15,564,61,354,1102
1469:302,58,616,84,76,542,518,354,1102,138
1500:302,58,84,518,76,15,29,564,650,354
1559:302,654,616,29,84,650,8,76,15,518
1561:17,616,58,542,518,15,76,84,61,29
1653:17,616,654,58,302,8,84,542,101,564
1655:654,8,29,542,76,650,15,354,289,736
1703:302,654,84,616,518,58,354,1119,70,76
1756:8,1733,1102,654,245,302,542,616,15,2076
1787:616,29,518,76,354,15,101,564,289,138
1840:616,650,354,542,564,736,301,861,61,70
1880:17,875,84,302,1119,354,654,947,736,245
1890:302,654,84,58,616,8,29,1102,650,76
1893:302,616,654,58,84,15,76,61,29,861
2005:302,518,542,29,76,650,15,564,1102,101
2072:302,654,1102,616,518,354,58,29,736,76
2075:302,654,8,84,542,15,76,650,101,61
2112:17,866,654,302,76,84,616,58,29,564
2115:17,616,8,302,654,58,542,15,76,84
2135:17,616,302,8,654,58,564,76,650,518
2162:719,661,5480,1400,463,760,76,1528,2103,574
2170:17,58,302,542,15,8,564,650,518,29
2247:302,654,84,616,58,650,518,29,1102,564
2291:17,616,29,84,76,542,8,518,15,1102
2318:654,84,29,76,15,564,1102,101,61,289
2399:17,302,76,654,226,616,84,138,8,58
2419:58,76,8,616,654,861,568,302,17,6
2429:17,354,70,94,1382,302,245,9482,654,657
2447:29,84,76,1102,8,354,518,301,542,289
2465:58,84,616,354,1102,8,76,650,301,518
2489:168,719,984,1326,801,1400,5480,1528,760,8860
2491:2319,17,302,654,76,616,58,8,866,84
2499:1097,302,13523,17,58,650,62,508,73474,654
2500:654,84,58,29,616,76,354,8,361,650
2520:17,616,302,654,58,84,542,15,564,32
2560:616,58,84,29,76,1102,354,15,564,289
2591:17,616,302,654,58,8,542,76,861,29
2596:17,302,616,654,84,518,58,29,1102,650
2611:302,654,84,616,8,58,354,518,736,1119
2625:17,226,302,654,616,76,84,138,354,58
2626:302,616,84,518,76,354,289,6,101,301
2666:17,616,58,302,654,542,650,8,861,15
2713:17,8,616,302,654,58,542,84,15,245
2716:16542,500,81,986,542,8,226,616,5381,3789
2727:58,29,616,84,354,1102,8,650,76,301
2734:564,76,1069,736,17,4017,518,616,698,947
2735:1527,3107,1712,17,3172,8848,4825,518,12990,84
2746:27209,16151,24118,4158,5595,22338,32863,13137,38773,35685
2748:5287,327,76,5117,564,32274,2139,508,3618,5567
2760:29,84,76,8,650,1102,138,301,542,518
2846:302,654,616,84,518,101,542,29,76,15
2861:5975,19736,58924,24175,1410,245,24275,10981,76,17
2871:189,4755,378,3107,1527,17,245,2880,76,10041
2907:302,654,58,84,616,8,354,76,650,1102
2963:17,616,654,58,302,564,8,542,518,84
2970:616,17,302,654,58,8,542,650,76,518
2990:22420,29000,13581,57558,17,302,654,76,616,58
3002:17,302,654,76,616,58,8,866,84,29
3004:168,984,8860,1326,1400,5480,463,9874,8733,574
3011:48934,64626,11851,60955,82143,55993,52257,17349,120511,85653
3013:17,70,508,76,226,302,8,4755,654,564
3070:17,302,564,654,616,58,650,70,8,736
3100:302,616,84,29,8,76,542,650,518,354
3121:8,564,70,542,101,15,6,861,322,361
3170:17,616,302,654,58,8,76,564,518,650
3172:17,616,302,58,654,542,8,238,15,564
3176:58,616,84,650,76,354,8,542,1102,138
3229:17,302,616,654,58,8,650,15,84,542
3234:302,1102,654,518,616,58,354,29,76,736
3263:17,302,616,654,58,542,8,15,76,564
3309:302,616,84,29,650,518,542,76,861,564
3411:17,654,302,616,58,76,29,84,518,650
3423:17,616,8,302,58,654,76,564,518,650
3426:616,17,654,58,302,542,15,861,518,8
3429:302,654,84,76,8,650,354,1102,518,564
3490:17,84,542,1102,6,289,354,138,61,736
3593:17,654,616,58,84,29,518,76,1102,542
3657:17,58,616,84,1102,354,650,76,8,138
3686:46540,88124,25230,14635,107761,5767,5292,3599,431,3214
3692:17,654,302,616,29,84,101,289,285,6
3701:302,654,58,616,8,518,29,354,76,301
3728:17,76,654,302,616,564,58,698,650,226
3736:302,654,84,616,58,8,650,29,518,70
3752:17,302,58,616,29,84,354,361,76,1102
3811:533,76,4040,8772,603,10981,19561,13341,8443,3034
3820:17,58,616,8,650,354,76,518,542,861
3850:654,58,616,29,518,354,76,138,736,101
3859:17,616,302,58,84,15,518,8,29,564
3930:17,654,616,58,8,518,84,15,542,29
3974:7008,2303,38716,103304,8258,81362,42150,5975,50159,37204
3975:17,58,302,654,542,8,650,518,564,29
4035:17,3207,2403,2714,1827,8,774,518,2696,616
4053:17,616,302,654,8,58,518,542,15,76
4075:17,302,654,76,616,58,8,866,84,29
4076:25271,87178,31273,65579,91878,46579,30861,12218,5738,2259
4084:17,654,29,84,8,861,650,518,15,564
4104:302,654,616,58,76,84,8,518,542,29
4164:17,302,654,616,84,58,8,70,518,2162
4179:17,302,58,616,84,354,1102,8,76,650
4242:17,302,616,654,58,518,542,84,650,15
4273:302,654,616,58,84,76,8,29,70,301
4301:17,302,654,616,84,76,8,29,518,354
4371:17,616,8,654,302,58,508,245,84,70
4400:17,302,616,654,58,650,15,8,564,542
4458:17,616,364,542,58,245,61,518,564,8
4469:17,654,542,29,8,650,84,518,61,76
4537:17,302,616,8,654,542,58,84,518,650
4543:17,866,302,654,616,76,58,564,8,518
4618:245,17,4268,65,1405,94,441,1410,542,353
4641:189,2880,3107,1527,4825,17,12990,6434,508,76
4666:4479,17,302,654,76,616,58,8,866,84
4682:22920,76,10937,2291,3112,7454,1546,19637,3847,4114
4687:302,58,616,29,84,1102,8,354,650,76
4696:17,302,654,76,616,58,8,866,84,29
4702:13617,5197,67691,3509,83972,60121,36929,34813,7386,47507
4730:302,654,616,84,58,29,8,354,76,650
4751:25910,8167,3126,12332,367,3477,81,14841,2423,57974
4760:76,17,361,6387,866,2139,302,2848,698,616
4762:17,302,616,654,58,542,8,76,15,84
4788:302,654,58,616,1102,518,29,650,736,301
4796:10503,8454,17,76,27291,81,1352,5767,840,3704
4797:1102,518,564,736,61,32,363,224,866,1196
4998:17,302,58,29,84,8,650,518,542,76
5007:17,710,4268,8,76,518,564,1410,61,616
5039:3506,1002,16036,1340,10536,441,14955,4696,31492,18783
5040:17,616,302,654,58,518,15,84,542,564
5088:17,616,302,58,650,554,654,289,8,542
5097:17,508,8,616,302,542,76,32,518,654
5108:17,76,81,70,58,616,226,8,654,564
5119:302,616,654,84,58,518,76,1102,650,542
5214:17,302,654,616,76,518,8,84,58,736
5247:17,616,542,58,654,302,15,1196,518,861
5288:302,654,58,616,84,8,354,76,29,301
5300:17,302,654,354,616,1102,58,84,8,518
5358:17,302,58,616,654,8,84,518,873,76
5361:17,302,58,616,29,84,8,518,1102,354
5387:17,84,650,76,8,518,6,354,138,1102
5403:654,58,84,29,650,76,8,1102,354,542
5456:17,8,616,302,518,654,58,84,542,101
5458:17,302,8,616,245,518,654,508,564,1205
5472:226,780,5767,3423,17,262,731,70,1749,7211
5474:302,58,84,8,518,76,542,650,1102,15
5536:17,70,654,76,616,508,1382,736,8011,394
5542:17,616,654,302,518,8,58,15,84,61
5584:12968,2260,2856,7940,11577,5486,16360,46572,31356,24065
5601:17,302,58,8,84,76,542,518,1102,15
5656:302,654,616,518,58,1102,76,354,29,564
5741:58,616,8,76,650,736,518,289,6,285
5788:3591,1730,28577,719,74483,47847,18709,41373,17,302
5798:17,8,302,518,616,84,654,58,542,245
5822:17,15,616,302,518,8,1405,65,84,508
5834:17,302,654,616,58,564,650,8,29,84
5858:168,76,719,984,17,226,564,5480,8860,302
5865:14237,2406,347,5693,2291,26741,70,23832,76,13782
5866:81,226,731,17,76,564,168,508,616,70
5884:17,616,302,8,654,58,542,15,564,650
5994:19135,64804,15777,63574,17,302,654,76,616,58
6001:76,719,168,17,698,984,5480,8860,2139,574
6002:17,616,302,650,1196,4919,861,542,245,409
6013:5956,12236,18293,12435,3265,1878,167,15,650,11234
6018:17,654,616,302,518,58,354,84,61,8
6020:698,18975,5053,10048,538,24655,14890,23230,76,11358
6027:58,654,302,84,616,8,1102,6,76,650
6093:654,29,58,8,616,361,138,301,736,76
6139:17,302,1102,8,654,616,518,58,354,29
6145:13186,29,33218,18792,9745,1405,113497,17424,2030,1119
6146:17,302,654,76,616,58,8,866,84,29
6155:302,654,8,616,76,245,84,518,58,564
6271:654,58,616,84,1102,354,8,650,76,138
6336:17,302,654,616,84,8,76,518,58,564
6345:616,302,654,58,8,518,76,84,542,650
6413:44,168,302,1326,224,17,1682,891,2275,2337
6420:168,719,984,574,8733,1400,463,10648,4877,1326
6450:654,616,58,1102,518,29,650,76,138,289
6536:32347,16350,6960,14906,5195,2983,16463,13700,26575,8184
6543:17,654,616,58,84,29,518,542,76,1102
6593:17,58,616,29,84,76,542,650,1102,8
6600:81,226,17,70,508,564,76,302,138,616
6601:17,361,254,866,5465,7194,542,58,238,70
6602:30436,16361,50141,533,97278,111418,79208,12501,35715,5692
6603:12332,12734,4575,17527,8167,25910,8860,37042,3054,59005
6641:17,302,616,654,8,58,518,542,76,84
6724:17,616,302,15,238,226,518,76,94,8
6728:302,654,616,8,58,84,76,29,542,1102
6773:616,8,301,518,564,6,101,285,542,224
6881:17,500,6491,76,616,564,302,508,58,361
6883:17,302,654,616,58,8,76,84,650,224
6894:6922,112582,5152,17,302,654,76,616,58,8
6895:866,17,254,546,2139,654,302,58,76,70
6898:17,616,302,654,58,650,8,542,70,508
6932:17,224,616,654,302,650,58,182,8,29
6935:60549,40281,56570,97616,36213,104512,113270,114998,25523,39786
6939:17,302,654,616,58,84,518,138,8,76
7035:302,654,616,58,84,8,76,650,29,518
7044:302,654,84,616,58,8,301,70,29,76
7159:654,302,84,29,8,76,101,301,1102,518
7196:17,302,654,76,616,58,8,866,84,29
7203:17,76,302,654,354,84,70,58,616,8
7224:17,616,302,654,8,518,15,58,542,84
7303:83785,17,302,654,76,616,58,8,866,84
7326:302,654,616,58,84,76,8,29,354,650
7348:302,654,17,58,616,29,84,76,1102,542
7351:17,302,654,76,616,58,8,866,84,29
7356:1326,81,1682,1460,302,168,564,262,508,2275
7367:76,986,6303,1682,17,302,226,33388,39204,9447
7383:20327,67253,19886,899,20351,11655,409,51452,48,1622
7397:17,302,58,654,8,650,84,542,29,518
7419:168,719,8860,76,463,1400,5480,5738,984,661
7429:17,302,654,76,616,58,8,866,84,29
7433:302,654,616,58,84,8,29,650,76,1102
7519:302,654,616,84,8,58,518,76,70,29
7527:20300,17,302,654,76,616,58,8,866,84
7542:17,654,302,76,616,58,84,564,29,8
7555:72027,13716,90038,17692,6165,2600,13312,2549,117659,11976
7556:67880,901,47738,48210,25740,22059,20008,698,103730,40
7558:168,76,17,719,5480,9417,564,226,984,616
7605:302,654,616,58,8,84,76,518,650,542
7608:302,654,58,8,616,354,138,518,301,736
7678:1352,3107,2880,4825,3172,1712,6434,8848,12990,5624
7699:13298,18966,1919,18476,105524,9341,929,226,20952,78091
7707:616,84,29,8,1102,76,301,650,518,542
7751:654,58,84,616,29,354,8,1102,518,650
7823:76,17,508,564,2275,168,719,2579,1326,1023
7833:17,84,302,8,899,654,616,518,245,301
7844:302,654,616,84,58,8,29,1102,354,76
7894:17,8,76,616,302,654,564,58,518,650
7921:10503,8454,81,17,5767,76,731,81699,840,25114
7945:168,463,5480,661,1400,2642,76,8860,2153,801
7949:17,616,654,8,518,302,58,245,542,787
7964:17,302,76,616,8,654,650,58,542,564
7967:565,453,26531,45974,56568,3737,2510,53369,15204,14814
7969:17,302,654,58,616,76,29,84,361,8
7976:17,42330,429,542,327,236,119,826,409,1508
7977:302,866,654,84,58,354,616,29,76,8
8008:17,302,654,76,616,58,8,866,84,29
8009:17,58,302,654,8,76,861,564,518,542
8036:984,1400,168,135,5480,719,399,463,5557,5488
8054:17,302,564,616,654,58,81,8,650,70
8081:302,58,84,616,29,354,76,361,8,138
8104:17,302,654,76,616,58,8,866,84,29
8130:17,8,1102,302,654,518,616,58,354,736
8144:17,302,564,654,616,58,650,8,736,168
8150:17,302,8,84,29,518,650,15,861,736
8225:774,4487,245,947,17,899,48,10046,8536,2824
8229:17,302,58,616,29,84,8,542,289,518
8287:17,780,262,40,3423,2139,39436,23950,76,226
8336:17,302,654,76,616,58,8,866,84,29
8343:302,654,58,616,84,8,650,76,518,29
8380:17,564,168,302,616,226,654,58,508,650
8411:302,654,84,58,616,29,8,1102,354,76
8491:1888,2200,7956,496,2967,32166,1749,16217,140,630
8500:4455,60193,8418,29047,50294,81,226,120437,33137,31820
8513:17,8,616,76,654,302,58,542,564,245
8537:17,616,58,654,363,302,8,518,84,542
8552:17,302,654,76,616,58,8,866,84,29
8569:1527,4825,1352,10041,189,1712,6434,8848,1206,508
8582:8,1102,650,354,518,542,736,6,289,285
8711:17,302,654,76,616,58,8,866,84,29
8717:3819,17071,481,1344,394,81,1884,1001,9597,12691
8718:984,8860,5480,1400,1326,2103,463,5738,8733,801
8735:654,29,10047,3244,616,289,36292,162,673,4174
8755:86870,27589,27582,17,302,654,76,616,58,8
8760:17,616,302,654,58,8,650,518,15,564
8765:17,302,654,76,616,58,8,866,84,29
8768:17,76,302,262,616,18892,5726,698,226,238
8774:17,302,654,616,58,518,29,1102,354,61
8812:226,780,17,140,3423,986,262,500,70,2967
8822:17,302,654,76,616,58,8,866,84,29
8825:302,654,58,616,84,8,29,76,518,289
8872:17,616,302,654,58,542,8,518,15,61
8900:302,654,58,84,616,29,8,76,650,1102
8920:81,17,5767,780,731,262,226,70,76,354
8924:17,76,302,616,654,58,226,8,650,81
8936:54180,736,89051,6306,40588,17,302,654,76,616
8958:302,654,616,58,84,29,8,650,76,542
9079:17,616,654,302,81,58,542,61,15,8
9098:76,698,17,564,2139,616,302,654,70,508
9111:302,654,616,8,58,84,76,564,542,29
9157:533,3034,76,8529,7622,5975,4671,603,311,10981
9158:17,2139,76,40,81,4292,1471,508,616,4357
9159:17,245,353,616,302,654,15,58,518,8
9160:189,10041,1527,3107,2880,3172,1712,4825,6434,378
9161:984,719,8860,1400,661,1326,760,463,2153,2318
9171:654,58,616,84,29,354,8,361,1102,301
9249:17,518,8,84,616,58,1405,245,2076,654
9256:302,654,8,616,58,1102,354,518,76,29
9313:17,616,302,654,58,542,8,518,787,564
9357:83385,9760,80021,20184,7585,986,17,302,654,76
9359:302,654,58,616,84,8,518,29,564,542
9402:17,302,654,76,616,58,8,866,84,29
9420:302,654,616,58,84,8,29,518,354,76
9443:302,654,58,84,8,518,76,650,29,542
9507:17,616,8,58,518,302,654,542,564,84
9538:17,58,302,654,8,650,518,564,542,84
9613:17,616,302,654,76,650,542,518,15,8
9665:17,58,84,29,8,650,736,518,542,354
9694:17,76,70,302,654,138,616,698,2139,84
9752:2139,1446,119,32914,65,1460,535,42430,6128,16991
9753:17,1119,84,302,245,4420,654,70,947,354
9810:1122,1406,33683,33720,23398,9448,65938,2744,15937,22510
9812:302,58,84,616,29,354,8,1102,76,301
9818:17,302,654,76,616,58,8,866,84,29
9820:4268,245,17,518,61,94,15,2233,2955,1126
9824:4513,1002,3618,6315,1256,1340,1744,371,13881,16036
9834:17,616,302,654,58,8,542,76,650,84
9864:17,654,29,58,616,84,650,76,1102,6
9892:17,8,245,654,616,61,15,302,103,542
9896:1827,17,245,518,8,616,654,302,542,15
9927:518,650,1102,138,564,736,61,6,32,508
10233:58227,18156,1592,26628,33833,118978,120587,10891,67165,33505
10235:3282,6320,3060,32965,11847,40831,64639,10882,42203,71422
10237:17,302,654,8,58,616,518,354,29,101
10303:22218,1930,76972,17,38577,947,924,17448,496,40
10304:29798,193,239,3,1535,58,755,354,302,654
10306:17,616,654,650,8,15,518,29,84,861
10364:17,616,542,8,32,902,1196,364,826,564
10366:654,58,84,29,76,650,15,564,861,1102
10478:17,302,58,616,84,76,8,138,518,542
10573:17,302,654,76,616,58,8,866,84,29
10580:17,302,654,616,58,84,564,76,8,1102
10636:302,654,616,84,29,8,354,76,1102,650
10770:311,2543,7622,11855,2215,7334,17486,17,12861,1011
10779:17,302,654,76,616,58,8,866,84,29
10794:616,302,17,654,58,861,650,8,84,542
10820:38085,48277,28525,64104,66760,102055,36039,64788,5245,52547
10842:17,302,654,76,616,58,8,866,84,29
10843:17,302,654,616,58,8,542,518,15,29
10913:22926,12869,20118,12306,46072,840,27944,45225,35378,31000
10920:616,654,302,58,518,8,61,84,564,101
11047:17,1359,6243,1127,8,15,302,654,616,2588
11055:17,302,654,76,616,58,8,866,84,29
11099:17,654,58,302,616,542,29,650,61,1196
11118:16029,15116,2904,32331,1991,95747,109364,1651,43864,26000
11132:17,189,245,4755,710,508,564,1002,76,302
11135:17,302,616,654,58,518,8,15,564,76
11240:17,302,654,76,616,58,8,866,84,29
11259:17,302,654,76,616,58,8,866,84,29
11264:17,654,58,29,616,84,650,8,6,1102
11332:31188,168,108417,65242,103220,55777,33019,100792,98337,9752
11360:17,302,654,76,616,58,8,866,84,29
11363:17,866,302,654,76,70,58,354,616,84
11414:17,302,654,138,6,616,301,58,29,61
11418:984,8860,76,1400,5738,1528,8733,574,1527,10267
11431:17,302,654,76,616,58,8,866,84,29
11437:17,76,226,508,262,70,616,8,564,302
11463:58,29,76,542,354,15,101,301,289,861
11584:17,302,654,8,650,76,564,84,542,861
11614:4719,37507,5598,9388,2447,398,4699,6289,20490,11247
11616:17,302,654,616,58,29,542,8,518,84
11670:17,302,182,654,650,58,616,1245,76,8
11676:780,262,3137,5767,2241,16404,731,8511,550,140
11685:17,302,654,616,58,650,76,518,508,564
11716:302,654,84,58,616,8,29,1102,354,76
11788:76,17,901,564,302,654,2139,616,698,354
11795:17,1410,616,76,542,508,500,245,564,302
11836:135,168,1326,9417,1400,2103,719,5488,1069,378
11838:17,70,873,931,947,1382,518,8,899,508
11851:17,302,654,76,616,58,8,866,84,29
11856:226,780,17,500,1888,70,2967,508,7211,262
11883:35382,225,11825,8364,13183,14797,17,302,654,76
11884:1682,81,1884,76,168,226,719,262,4194,5480
11892:17,76,347,302,58,616,8,508,654,2139
11910:899,302,48,654,84,616,8,518,354,58
11939:17,8,616,302,76,564,58,654,650,518
11972:17,302,8,873,84,70,58,76,564,65
11979:866,17,302,654,76,354,29,84,616,58
11988:302,654,616,58,84,8,29,76,518,354
12028:654,84,8,650,1102,76,138,518,542,301
12094:168,984,463,1400,2642,661,76,4877,2632,574
12130:17,616,1196,289,8,518,1804,302,182,508
12170:17,302,654,616,564,58,650,8,84,736
12268:17,616,58,302,76,654,61,650,564,542
12271:17,81,76,70,58,616,8,508,226,2139
12272:17,542,654,616,302,58,15,103,76,8
12310:17,302,654,616,8,58,518,76,1102,29
12467:245,131,17,94,518,61,4967,1511,15,1002
12480:17,302,654,616,58,29,542,518,8,650
12496:2924,65938,22510,2744,16433,36443,15937,23398,52070,30223
12498:17,302,654,76,616,58,8,866,84,29
12505:3137,40609,10600,2139,76,224,41640,182,20615,568
12512:654,58,616,84,8,650,1102,76,354,542
12549:17,302,654,354,29,76,84,58,616,70
12555:81,8899,262,698,2139,37827,877,2275,70,508
12556:17,1102,302,8,654,518,616,58,354,29
12568:17,302,654,76,616,58,8,866,84,29
12573:17,58,616,654,302,15,650,29,61,518
12587:302,654,84,58,616,29,8,354,76,1102
12604:302,84,29,518,76,650,1102,354,15,289
12739:2832,24464,56304,29912,93499,2492,105698,12039,1112,88116
12753:17,302,654,58,616,650,8,84,564,29
12885:302,654,58,616,650,84,8,564,29,542
12934:616,568,654,17,15,542,58,302,76,322
12939:1382,226,6435,431,616,508,1551,947,1372,65
12956:17,616,58,302,654,542,8,650,45,861
12967:17,654,302,616,58,61,542,245,29,15
12985:3001,44036,654,3039,787,5512,302,4985,301,3560
12986:17,302,564,654,616,58,650,8,84,70
13004:17,76,564,542,616,58,654,2139,302,518
13094:17,302,616,8,654,58,84,76,542,736
13106:1701,23944,6849,43676,58811,113296,118477,56561,48801,70149
13109:17,76,616,564,302,654,58,542,81,508
13116:347,9043,238,698,302,7981,24467,508,327,14237
13152:17,654,84,58,616,1102,650,76,866,8
13259:14889,17,302,654,76,616,58,8,866,84
13264:302,654,58,8,616,84,29,76,101,1102
13339:7021,104494,10492,37869,9289,3672,5545,17567,13667,42141
13353:17,302,654,616,58,76,8,518,70,15
13367:168,76,984,661,463,2318,2642,564,2135,7235
13375:17,302,654,76,616,58,8,866,84,29
13377:17,76,302,654,616,226,58,650,8,564
13445:17,302,654,58,8,84,650,518,542,29
13506:302,17,654,58,616,84,285,650,1102,354
13511:302,654,84,616,58,8,29,518,76,650
13607:17,138,70,302,654,354,84,58,29,616
13618:17,302,654,76,616,58,8,866,84,29
13632:112863,7703,508,696,16235,2946,17,302,37772,41527
13633:1804,2469,530,15370,4174,58,10247,3160,101,289
13634:302,654,361,84,58,616,29,354,8,76
13700:302,654,1102,8,616,354,58,29,518,70
13831:4268,17,650,76,616,182,10600,94,9567,224
13835:361,866,17,546,2139,302,654,13420,1728,58
13841:17,302,616,654,58,564,8,29,84,224
13884:17,654,58,616,29,84,8,564,518,354
13953:17,361,76,302,654,1913,698,354,564,84
14058:17,302,58,616,29,84,650,76,8,354
14087:18453,41527,787,92462,64254,52829,92188,55235,25649,65161
14088:4671,1077,14259,5512,3039,13348,7468,654,311,815
14095:17,302,654,76,616,58,8,866,84,29
14112:17,302,58,29,84,8,542,650,76,1102
14210:17,302,58,616,84,650,8,542,518,76
14314:302,84,654,616,58,1102,76,29,101,650
14407:17,70,302,654,138,76,84,616,8,354
14445:17,654,616,84,302,650,8,58,508,787
14446:17,302,654,616,58,650,76,564,8,84
14508:17,302,654,76,616,58,8,866,84,29
14509:302,654,58,616,84,8,650,29,354,564
14582:302,84,29,8,650,76,1102,354,518,542
14697:76,17,564,654,302,616,2139,4158,17498,58
14759:654,58,84,29,616,1102,354,8,650,76
14793:81,3137,3423,403,262,14174,780,26109,5767,15728
14794:302,654,58,616,8,84,518,101,542,76
14879:17,518,616,8,1190,327,542,245,119,15
14906:81,3423,22421,3718,986,8586,80690,226,13544,1888
14923:17,302,654,76,616,58,8,866,84,29
14924:245,5117,17,2715,1744,2548,1410,4268,76,103
14933:840,10541,465,157,18897,14793,20525,8069,27070,27094
14934:719,1400,5480,463,574,8860,661,2103,135,5557
14967:17,302,654,616,564,58,650,8,84,736
14992:81,140,780,226,3423,7211,986,2241,70,508
15002:52792,7148,77433,58754,31723,68900,27944,46072,1347,31000
15024:17,616,518,302,654,542,58,8,15,76
15076:17,518,327,119,65,1606,8,616,131,654
15079:654,302,17,58,616,542,15,2939,29,518
15106:17,302,654,84,58,616,8,29,518,650
15187:46312,2140,16303,27401,65949,2255,1606,5395,1126,4860
15189:542,5350,617,8781,119527,116887,15597,463,661,4342
15201:1326,17,564,76,302,508,262,3167,81,2513
15207:17,76,698,226,302,564,70,81,508,500
15211:840,5627,10541,157,14793,8069,24642,50931,7160,27094
15253:17,616,302,654,8,518,58,542,245,84
15297:31037,3704,30434,58542,20806,33783,37458,113231,22450,7620
15302:17,302,84,654,616,354,29,8,1405,101
15303:69,1917,3440,12597,38690,93408,17944,43327,121818,7869
15306:17,302,654,76,616,58,8,866,84,29
15308:157,2548,17,327,27070,3196,197,65,8,4755
15340:17,58,616,84,1102,354,650,8,76,138
15357:4600,40463,2048,20355,67805,24363,32307,36540,41304,115721
15366:17,616,84,76,1102,8,354,285,542,138
15404:76,17,302,564,616,650,226,654,58,32
15420:17,302,654,616,58,650,564,138,226,84
15490:17,302,654,76,616,58,8,866,84,29
15495:17,616,302,654,58,8,650,564,76,542
15534:710,1002,441,1744,508,1065,245,1410,371,3618
15541:17,302,654,76,616,58,8,866,84,29
15551:302,654,616,58,1102,518,76,354,650,29
15621:168,984,5480,719,2153,8860,1867,8733,661,760
